City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
228,arsen'yev,44.1631,133.2733,31.55,43,100,1.68,RU,1729453165
229,bondo,3.8146,23.6866,74.88,99,98,2.53,CD,1729453167
230,broken hill,-31.95,141.4333,61.36,49,1,7.58,AU,1729453169
231,dolzhanskaya,46.6311,37.8039,47.82,81,100,16.26,RU,1729453170
232,wewak,-3.5534,143.6268,78.51,87,100,5.35,PG,1729453171
233,port lincoln,-34.7333,135.8667,60.62,79,100,10.2,AU,1729453172
234,sheldon,43.1811,-95.8561,80.58,39,0,20.71,US,1729453173
235,dakhla,23.6848,-15.958,69.82,88,100,18.41,EH,1729453175
236,sheridan,44.8333,-106.9173,75.69,27,0,4.0,US,1729453176
237,erbach,49.6561,8.9964,56.84,94,100,3.0,DE,1729453177
238,victorica,-36.2151,-65.4359,80.4,44,100,17.63,AR,1729453178
239,harper,4.375,-7.7169,77.41,84,100,8.14,LR,1729453179
240,glace bay,46.1969,-59.957,64.85,52,75,9.22,CA,1729453182
241,fort st. john,56.2499,-120.8529,24.69,86,100,17.27,CA,1729453183
242,colonia,50.9333,6.95,63.97,74,0,11.5,DE,1729453147
243,lianzhou,24.7811,112.3825,64.92,95,71,3.22,CN,1729453185
244,la paz,-16.5,-68.15,67.98,17,40,12.66,BO,1729452912
245,saudarkrokur,65.7461,-19.6394,36.28,93,100,7.96,IS,1729453187
246,leua,48.2156,18.6071,47.03,60,100,5.84,SK,1729453189
247,kalmunai,7.4167,81.8167,80.51,81,100,5.79,LK,1729453190
248,saldanha,-33.0117,17.9442,59.0,72,0,17.69,ZA,1729453191
249,kitgum,3.2783,32.8867,68.45,91,100,0.78,UG,1729453192
250,tidjikja,18.5564,-11.4271,92.07,17,93,10.4,MR,1729453193
251,santa cruz,-17.8,-63.1667,91.45,43,20,16.11,BO,1729453159
252,holly springs,35.6513,-78.8336,75.15,44,1,3.0,US,1729453195
253,minas de marcona,-15.2119,-75.1103,64.71,62,30,12.1,PE,1729453197
254,changli,39.7042,119.1506,38.82,86,0,5.68,CN,1729453198
255,sibolga,1.7427,98.7792,76.91,81,100,2.95,ID,1729453199
256,luwuk,-0.9516,122.7875,73.15,83,100,3.69,ID,1729453200
257,aripuana,-9.1667,-60.6333,94.26,40,100,4.0,BR,1729453201
258,polyarnyy,69.1989,33.4478,47.97,89,100,14.92,RU,1729453202
259,zapala,-38.8992,-70.0544,60.6,29,7,29.17,AR,1729453204
260,nar'yan-mar,67.6713,53.087,32.92,89,11,4.7,RU,1729453205
261,grand falls-windsor,48.9332,-55.6649,62.51,61,92,1.99,CA,1729453206
262,port elizabeth,-33.918,25.5701,61.32,89,20,10.36,ZA,1729453207
263,le mars,42.7942,-96.1656,80.44,39,0,19.57,US,1729453208
264,bismarck,46.8083,-100.7837,76.86,32,0,6.91,US,1729452981
265,narvik,68.4384,17.4272,47.8,99,100,2.71,NO,1729453210
266,saveh,35.0213,50.3566,66.87,18,0,3.22,IR,1729453212
267,tazovsky,67.4667,78.7,31.87,99,100,5.97,RU,1729453213
268,selfoss,63.9331,-20.9971,41.04,83,99,5.19,IS,1729453214
269,san juan del cesar,10.7711,-73.0031,94.06,44,100,7.52,CO,1729453215
270,makhambet,47.6667,51.5833,47.66,69,100,10.69,KZ,1729453216
271,mikun',62.3547,50.0771,43.18,90,100,3.69,RU,1729453217
272,alotau,-10.3069,150.4462,74.35,94,74,3.74,PG,1729453218
273,gwadar,25.1216,62.3254,80.51,75,0,2.08,PK,1729453220
274,novyy urgal,51.0736,132.5642,30.78,44,100,4.25,RU,1729453221
275,de aar,-30.6497,24.0123,50.61,71,98,25.9,ZA,1729453222
276,sunrise,26.1577,-80.2861,86.02,68,40,17.27,US,1729453096
277,mersing,2.4312,103.8405,78.71,94,20,5.75,MY,1729453224
278,yuzhno-kurilsk,44.0306,145.8556,42.22,71,2,6.2,RU,1729453225
279,patacamaya,-17.2333,-67.9167,66.61,15,0,4.81,BO,1729453226
280,lompoc,34.6391,-120.4579,82.81,14,0,8.05,US,1729453228
281,zuunmod,47.7069,106.9528,20.43,92,100,18.12,MN,1729453229
282,kolonia,50.9333,6.95,63.97,74,0,11.5,DE,1729453230
283,hadibu,12.65,54.0333,79.95,81,40,2.06,YE,1729453231
284,mandalgovi,45.7625,106.2708,21.97,78,98,21.21,MN,1729453232
285,tongren,27.7172,109.1853,54.77,90,100,3.6,CN,1729453173
286,gongchangling,41.1167,123.45,47.28,92,100,4.16,CN,1729453234
287,sukumo,32.9333,132.7333,66.94,94,98,11.01,JP,1729453236
